ship_type,engine_power_kw,sfoc,cargo_load_pct,avg_speed_knots,distance_nm,wave_height_m,wind_speed_mps,current_speed_mps,monsoon_season,fuel_consumption_tons
Container,15129.20924,160.0,52.57922902,12.14643963,1900.693608,3.84481191,3.10200056,-0.573498572,1,599.525171
Container,19309.22916,163.6468355,45.87943946,12.8476336,1293.074021,4.02644878,12.99440412,-0.70849465,0,593.5818422
Container,11672.82,176.21,96.03,11.53,86.3,1.08,4.44,0.07,0,16.8165
Container,14502.18632,181.9395037,45.20299051,14.32469204,2360.873633,2.054697578,11.96297106,-1.702922448,0,707.2696566
Bulk Carrier,15586.12111,174.9542531,68.65481704,12.71736259,2789.855282,2.745928746,17.75725393,0.860222419,1,1093.523756
Container,17758.31686,177.4835699,65.52306032,14.00292588,5809.652387,5.396853831,5.689552877,-1.126746758,1,2452.13034
Bulk Carrier,10653.62176,207.0629768,98.69502604,15.57842526,5847.082587,4.733133616,6.260170189,-1.674508436,1,1775.362138
Bulk Carrier,9597.464966,220.0,86.82318292,11.17177971,4880.072156,3.588620283,14.95027226,0.737918714,1,1905.468676
Bulk Carrier,21121.36725,187.0671463,66.06641319,12.29987127,1815.927823,1.769732176,12.248001,0.033089661,1,1089.036023
Container,15393.88126,206.2265928,72.32946163,11.58243702,874.1746857,3.548042304,10.24952843,-1.402041382,1,449.6275073
Container,13237.58,186.56,92.81,19.51,228.31,2.13,4.06,0.26,0,30.7641
Tanker,14193.08241,174.3244647,55.78807881,17.20852702,5048.320878,3.866258839,7.105576767,-0.122790483,1,1310.026254
Bulk Carrier,15603.39,171.16,92.33,14.99,34.14,1.71,7.77,0.63,1,6.9453
Bulk Carrier,14050.76,167.19,74.86,15.65,161.43,2.05,9.67,0.33,0,29.7371
Tanker,15063.57057,205.0510133,57.49090456,14.22162021,3630.598261,3.337552781,10.46741168,0.703109159,0,1318.200423
Bulk Carrier,26626.97,179.57,69.27,9.77,234.14,1.23,3.6,0.02,0,133.7184
Container,14539.31683,168.9011913,50.90781288,14.21355402,1848.994964,1.154835117,2.516773873,1.844766702,1,388.3819863
Tanker,9777.561257,220.0,72.82515354,11.41064736,1993.211199,3.595848296,10.59028385,-0.191078162,0,709.4203336
Tanker,11454.70958,197.0373927,61.6811227,10.72397486,4955.155927,3.676993999,5.497536699,-1.051499579,1,1746.422927
Tanker,5421.390966,160.0,43.26290531,16.55264533,4672.469178,2.346899932,3.914719758,-0.153025182,0,361.9731866
Container,11567.86679,160.0,77.77746005,16.30957836,5229.012948,2.76876255,2.854498621,-1.308865851,0,904.3007674
Container,12998.43144,216.9447887,49.04343436,14.50653088,3459.587838,2.520197877,5.084071246,0.207558668,1,1054.607934
Bulk Carrier,21633.04944,160.0,53.34616922,13.64467251,4132.029749,2.476855292,3.767848122,1.727520042,0,1427.3502
Bulk Carrier,13271.41789,166.64865,42.5346097,16.35194302,5854.69729,3.607357884,6.298526312,1.099421474,0,1260.277328
Bulk Carrier,16999.47041,160.0,89.83460844,18.15010831,4643.776904,0.940767858,6.67075794,-1.381323434,1,1108.896198
Tanker,7066.286827,164.8452017,48.22281585,15.36267817,5544.204971,3.002769744,15.92665729,1.868693632,1,778.0744828
Container,15206.50601,192.5322751,80.92780801,19.8264492,2268.969913,4.454502725,7.60144196,0.413778005,1,648.3898749
Bulk Carrier,16086.40147,160.0,97.21621189,15.08885826,2099.610853,1.049973877,5.402376933,-0.139590977,1,598.953136
Bulk Carrier,24571.09,179.26,93.54,8.1,39.4,1.98,3.77,0.13,1,25.5469
Bulk Carrier,12873.59778,179.5267491,83.92374825,15.97184428,1923.375237,4.316169794,14.08508549,-0.977161356,0,610.1085416
Bulk Carrier,20270.29637,179.3898108,90.15316602,9.82969472,4425.938562,4.478406491,15.05654101,0.78156763,0,3513.551186
Tanker,14584.43886,173.5784335,53.60739282,13.96099323,4176.578219,5.020203951,14.46744358,0.008799721,0,1451.641441
Container,10488.40363,160.0,73.08770743,13.23015056,2416.784431,2.745342031,12.11804454,-0.079958151,0,516.9021364
Tanker,18336.87694,191.92688,62.30028006,14.12559159,5299.434312,5.545312502,9.121131256,-0.172579091,1,2676.010758
Container,25059.89,180.05,95.68,10.0,30.66,1.8,4.87,0.88,0,16.5897
Bulk Carrier,18967.00094,199.5239131,42.16306083,11.56606686,1957.464723,0.74755882,11.34840672,1.99423976,0,906.9112226
Container,18129.7746,187.5929739,72.44604629,15.92965153,865.0155664,4.242629763,16.22394013,0.372177755,0,381.1609227
Bulk Carrier,28537.9,183.4,85.13,16.95,285.86,2.15,3.34,0.29,0,105.5136
Bulk Carrier,15031.62818,160.0,86.67453901,11.17913668,5410.378152,3.482369421,14.60268703,1.365261699,0,2226.76206
Container,14506.32457,175.1815943,75.92973495,18.12091185,999.1349443,1.672944117,5.795891556,0.252553213,1,222.0872891
Bulk Carrier,17028.28635,165.5831514,85.15147758,13.5135308,2505.536541,3.46640674,9.006355512,1.786489346,1,921.6485175
Container,8804.639702,183.8940487,46.41059246,11.40478598,1349.358215,3.037316217,5.601843711,-0.089239176,1,319.487784
Bulk Carrier,19272.81302,172.7263746,48.45378219,14.82152148,2739.089761,0.827488315,12.36310386,-0.740638418,0,1056.064652
Tanker,17007.28565,186.6149465,94.86775913,10.33973573,990.2782153,1.869076633,3.738350286,-0.599839813,0,452.570674
Container,14431.96731,176.4224006,81.68157502,12.33413349,3982.206982,1.385446866,4.464352812,-1.131659654,0,1329.730484
Tanker,12976.49243,160.0,43.63514652,14.59833676,1748.062895,2.890282075,4.580018643,-0.655109826,1,342.9539409
Bulk Carrier,25883.80569,201.6121342,89.30607399,17.61058937,3416.918246,3.719053034,5.524893242,0.302467342,1,1871.037325
Container,9737.916677,160.0,94.57223878,15.06992675,4113.593476,4.963684618,10.76533819,-0.870492503,0,882.5000906
Bulk Carrier,20267.42264,163.3724754,43.83375521,12.85889048,3641.182736,1.940812457,3.657402655,-0.933994713,0,1145.584822
Bulk Carrier,11770.98301,191.5901196,88.09763568,12.92761118,4547.780655,0.673435529,16.85008621,-0.663325848,0,1419.548463
Bulk Carrier,19597.83,172.15,61.39,10.75,135.97,1.08,7.02,0.24,0,52.6344
Container,13002.42,171.08,83.92,10.71,33.66,1.18,3.64,1.47,0,8.5686
Bulk Carrier,12341.04986,162.5734465,48.88287261,14.55322154,5552.847533,4.590952475,14.66647758,0.280845198,0,1397.944636
Bulk Carrier,12512.31255,166.5412894,60.81670443,17.03525763,3591.880395,5.372339436,12.01997332,1.961532793,0,768.5519443
Bulk Carrier,21747.38674,209.7911281,78.85423672,16.74723643,2745.730979,4.784158801,11.90277822,-1.794708138,0,1552.533422
Bulk Carrier,23383.75227,196.3745767,70.91430582,12.22051959,1037.039201,0.542259557,11.85194317,-1.113831213,1,714.2001805
Container,12316.75639,186.8122733,97.79126923,11.62962669,5234.718512,3.098833169,16.18266169,1.005346402,1,2330.65012
Tanker,12275.99,171.86,61.9,19.05,135.06,1.62,8.0,0.55,0,16.0364
Container,6872.7,164.26,97.36,12.37,254.66,2.85,4.36,0.3,0,28.5539
Bulk Carrier,12312.51838,176.0537173,92.40028515,16.40375755,5038.374777,0.697527514,17.83778215,1.345595869,1,1265.08655
Tanker,12275.42715,171.26892,71.72934127,13.11986304,3500.039972,1.964940105,11.16490537,1.104753154,0,934.6919608
Bulk Carrier,12410.5877,180.4825945,64.64530796,13.2572176,3791.130425,0.743279081,6.584074373,-0.971863005,0,1003.322147
Tanker,16795.27362,189.0582718,83.05034907,15.32458907,4061.725115,3.419272475,16.95863666,-1.084899695,1,1678.605032
Container,18407.59775,174.6262635,73.76230584,15.37698886,5845.580672,4.101197582,2.757648028,1.530277054,1,1612.0833
Bulk Carrier,13459.61723,160.0,81.38334314,13.44341638,3480.530916,2.189513666,10.34635785,0.145498257,1,1085.172701
Tanker,16028.55386,184.7491534,53.7833693,15.36962256,2767.832068,1.059625916,2.55507496,-1.667139459,0,729.4815026
Bulk Carrier,16602.78311,172.2587959,86.97184373,11.77313231,515.7990986,3.647799792,15.87407165,1.413402724,0,246.1126516
Container,20663.66543,220.0,92.25918261,13.81252225,5453.846612,4.616021013,15.95989893,-0.936773697,0,4289.911016
Container,15280.41329,170.6428045,44.93089089,14.868722,2666.263131,1.347980709,4.275747961,0.903260108,0,600.8764547
Tanker,15061.39115,195.9293711,50.5226275,8.0,951.8666956,1.914397315,16.66156871,0.635671156,1,701.1763589
Bulk Carrier,17134.52112,184.4993968,73.25611761,10.84612699,1105.589591,2.738855043,14.1119213,0.99639978,0,602.5050137
Container,15919.60643,160.0,82.84045349,12.87871138,3627.763178,3.057225246,12.6914514,0.685519579,1,1386.215974
Container,12876.23046,160.0,59.02852992,12.5472664,5465.079772,5.787475089,17.11873563,0.450359437,0,1888.249641
Container,20348.53238,166.1191111,84.26984106,16.7758532,1641.310796,2.122812142,6.01506353,0.887502401,1,533.9651782
Bulk Carrier,11186.60575,160.0,82.8701648,10.54114838,825.6532718,0.648472306,7.679362714,-0.384138941,0,223.4295339
Container,11791.80301,202.7020503,96.45760148,16.98495582,1327.543049,5.461751657,17.87372918,-1.106994851,1,495.3417045
Container,13669.92158,186.1152402,61.07133795,13.68129967,1196.122814,2.054676983,4.4106526,-1.770302363,1,354.1137862
Container,16535.03716,175.3926818,51.42790987,12.12385046,2445.302926,2.958452079,11.06080602,-0.519545295,0,998.2887595
Bulk Carrier,17675.94476,179.167249,97.94749078,15.07121637,4042.737159,5.891602087,6.530723475,1.807694367,0,1427.729236
Bulk Carrier,10291.02501,180.7545292,60.99866101,13.56450163,5867.902673,5.433200548,3.45265972,0.9848253,0,1158.928478
Bulk Carrier,18088.84868,164.4924224,64.14018063,15.75796523,2186.434382,3.371993905,14.51103811,-0.945608261,0,829.102257
Bulk Carrier,17895.52546,176.5300964,91.77262144,16.40603472,1278.165318,5.6802645,7.561999994,0.363837354,1,490.1998866
Tanker,17213.45781,193.1925314,65.70799267,13.87948877,5627.828127,4.252206233,11.36051064,0.527149649,0,2432.547685
Bulk Carrier,18378.10243,189.118456,67.46129242,12.29450778,4258.094167,5.4325366,3.644509681,0.909251007,1,2103.072816
Container,10001.03473,170.2722466,92.13754718,16.53887047,5716.550848,0.876679112,15.2627064,-1.782759999,0,1185.121406
Tanker,11333.84063,172.3277006,73.91835326,10.06713,2159.674903,1.835954,7.448009488,1.79223258,1,659.1493934
Tanker,29929.78,162.34,87.24,8.62,265.02,1.44,3.08,1.41,0,166.7004
Tanker,15954.28437,160.0,90.78308079,14.11602912,4409.085662,4.939894057,3.33937946,-0.429312303,1,1461.307161
Bulk Carrier,12069.56227,189.4883127,46.73169008,8.842312092,1489.815544,5.576647109,6.960105253,-1.25288402,0,654.4010983
Tanker,13452.89111,193.0769033,58.8819855,10.90495037,3110.280663,5.369739147,2.510291772,-0.100064197,0,1113.365416
Container,7816.281207,208.3826629,63.78469243,10.72136557,1031.943541,3.482399094,9.154555124,0.690387517,1,273.4272324
Bulk Carrier,12709.73264,195.7949641,72.16812834,9.429094826,2207.842154,4.769256193,16.62759388,1.844983287,1,1262.892184
Tanker,14520.9,160.95,52.59,19.94,170.02,2.1,2.96,0.57,0,22.3277
Bulk Carrier,28855.3,173.77,81.76,10.21,126.77,1.84,2.66,0.98,0,70.7669
Bulk Carrier,18277.82998,220.0,49.86976168,13.17962498,3490.011522,3.657396332,2.962531162,0.499608168,1,1553.469729
Container,29247.19,177.32,69.71,11.67,193.58,2.24,8.36,0.0,0,104.8622
Tanker,27943.73,182.78,63.54,17.89,224.27,1.67,3.26,1.19,0,74.3817
Tanker,12561.86264,163.7186663,94.80668477,16.38826572,1855.426131,2.088054461,14.52650228,-1.987653427,0,500.4905589
Tanker,12249.53608,160.0,69.50614667,10.26415945,847.3433812,3.961323012,6.026635374,-0.619944119,1,291.6044597
Tanker,14323.83422,184.0248157,83.40124776,14.70745918,5205.254075,5.831996308,11.12809076,0.271758017,1,1974.634438
Container,11227.89923,192.0982978,57.48572727,16.72715149,857.0835241,4.123056862,14.11293968,-1.194795822,0,203.3255627
Tanker,10124.69,173.03,96.27,9.81,132.5,0.96,5.19,1.16,1,28.6077
Bulk Carrier,6254.267097,160.0,69.74953931,10.69916646,3212.536337,3.814885414,2.682526508,0.282830471,1,477.9464653
Tanker,16924.02482,177.1943707,47.68342398,12.56252204,2789.128497,2.29303343,2.59114646,-0.01454364,1,841.4862296
Bulk Carrier,9508.35324,207.644469,53.39286354,14.82089061,3014.899794,2.612070896,4.20267346,-0.859243286,1,657.3629572
Tanker,15230.02696,160.0,91.5040199,14.22535051,532.4515212,2.896563634,3.61464671,1.437861693,1,131.1501535
Tanker,16367.16587,193.9015197,42.83137906,16.06475758,4487.397983,1.365528113,4.233941724,-0.468873487,0,1267.501124
Container,12183.72603,172.0231175,49.2288454,14.05024637,1623.884757,3.001359315,6.835617119,0.061698211,1,426.5384906
Bulk Carrier,15586.68599,174.5374171,62.93946647,12.58386305,2178.851486,3.33991964,5.295132656,-1.402224011,1,826.8685008
Bulk Carrier,15938.70561,166.9559499,88.15593216,15.20648936,1141.607917,2.050113583,9.055616172,0.982578535,0,315.0126509
Tanker,17416.88556,197.3044379,48.66532606,13.47163359,3119.998484,5.809691725,10.16154574,-1.547080717,1,1728.608639
Bulk Carrier,15484.07354,207.7320491,87.20680311,13.9207505,3928.997477,3.652825903,10.52831737,-0.860850485,1,2044.428263
Tanker,12020.78681,193.5996366,80.2767439,14.78363355,1817.922497,1.460322421,6.936926233,-0.243859372,0,470.9074312
Tanker,16357.45345,173.694569,90.61852832,12.71242185,592.8556265,0.648931493,8.067115277,1.868956263,1,209.9307394
Bulk Carrier,9792.749626,181.8208794,96.20975663,13.65103529,4360.633881,3.379009017,6.615123576,-1.901580343,0,1031.81469
Bulk Carrier,16091.1865,196.2651913,74.16911182,19.32246634,976.8502125,5.854809845,4.312835672,1.970326837,0,249.2078908
Container,20264.2,161.24,58.21,19.21,17.86,1.24,7.72,0.28,1,3.5038
Container,8931.459881,220.0,64.5032151,15.48151564,4076.63055,1.820594992,7.166331574,-1.19546163,0,765.6256566
Bulk Carrier,21252.80584,164.9162088,81.00874042,13.5452159,3458.725563,1.322028199,7.929437089,-0.728408953,0,1264.925002
Tanker,12496.65538,160.0,70.25888902,12.81982943,1478.284939,4.381163497,6.486258682,0.14183973,1,448.3593234
Tanker,10934.37,171.7,86.3,12.6,127.56,1.84,2.83,0.19,0,23.0594
Bulk Carrier,9618.909181,188.0335386,54.67217038,20.53204114,3750.944586,4.793212592,13.71356673,1.387046767,1,649.8832665
Tanker,10812.76371,192.4991794,86.62822983,12.95087348,1892.816957,5.496481565,6.145960759,-0.064327781,0,557.7267195
Bulk Carrier,8985.707402,160.0,45.98460083,11.63209034,2901.008882,0.626093786,17.83093032,0.102072751,1,663.3606321
Tanker,20717.83297,174.8823075,70.96062597,14.98618989,4847.194953,5.182138646,16.64120178,1.567353247,0,2502.427837
Tanker,20298.62144,168.0418571,51.56180756,12.19592276,5889.776391,1.966242817,8.339517384,-0.005349868,0,2590.816523
Container,13584.45844,160.0,73.23812733,13.853593,576.2688929,1.253383989,11.00418737,0.170542833,0,149.3501151
Container,13287.48263,178.8111469,45.66121284,16.49359264,2544.152482,5.071571709,7.338557858,0.398226475,1,641.7438628
Bulk Carrier,15272.05564,197.694458,51.36142032,16.62304265,5397.271637,4.318465566,3.666481181,0.852053769,1,1570.053366
Tanker,7147.46,172.0,50.86,12.56,270.0,2.92,8.95,0.72,1,30.8042
Container,23273.1554,194.6407206,48.12013466,16.46072912,5567.598145,1.918039464,7.826898873,0.878500797,1,2389.964887
Tanker,11799.17089,168.1569182,70.83992306,14.56972707,5891.724976,4.84426393,9.813219315,-1.40525723,0,1603.462467
Container,14979.08544,165.2172184,70.91569191,11.58487501,768.5382326,3.201282289,16.92146353,-1.098132479,1,385.2352612
Tanker,11541.20114,160.0,51.99990881,15.10455489,1870.971472,4.008925048,6.325441754,1.716710935,0,349.4671302
Tanker,15646.27,172.09,62.02,19.33,61.27,2.72,2.28,0.65,0,9.5853
Bulk Carrier,6792.31,183.24,82.48,11.16,128.66,1.35,7.99,0.59,0,16.7308
Tanker,19465.84871,184.5958788,41.26144521,12.62478831,3938.170571,5.897456041,8.306753245,-1.936042872,0,2038.347045
Bulk Carrier,15281.04235,175.7686602,99.88047697,10.03965553,4317.588124,2.224380199,4.998612353,-1.9178604,0,1850.762634
Tanker,11487.81384,175.4529445,63.07685835,16.23618459,679.6788081,1.949399283,15.64919595,1.656960339,0,135.5475666
Container,8734.506626,160.0,79.82667638,13.39981501,1359.096266,3.790966209,4.692468224,-0.608669039,0,229.3036211
Tanker,12044.09467,212.3288884,71.16307006,11.74705774,3479.210265,4.903153902,16.76952103,0.687086419,0,1381.477156
Tanker,14894.80888,160.0,71.84313911,14.97866275,3651.265991,2.191837327,14.26770914,-1.63628506,1,1240.813943
Tanker,11856.41742,201.2184111,88.56637736,10.65191174,3766.186614,3.381565175,14.17945429,-1.803224654,0,1672.989465
Tanker,18387.84264,164.2309022,62.43367377,15.07335348,2245.975127,5.995219817,13.42574583,-1.212963351,1,1053.28578
Container,11709.84552,160.0,59.45019972,14.54784456,5689.087589,5.258993116,7.387892743,1.900258677,0,1173.433211
Container,16899.60997,200.3744814,57.1668871,13.2416901,2508.971322,2.217158449,15.23698474,-1.668314425,0,1134.191569
Container,10244.17464,193.195079,81.9171198,17.23220675,685.7777793,5.755977779,4.08117578,0.795948989,0,119.7129586
Bulk Carrier,19750.89805,177.8614481,41.9855879,15.82397598,4177.72645,5.135180451,17.66826574,1.040046551,0,1867.262989
Bulk Carrier,17871.02456,160.0,48.66605561,13.42876637,4259.062836,1.811793896,12.51235476,0.711057865,1,1495.924979
Container,15616.09527,210.870264,59.25431182,12.79442022,5408.046912,2.172376593,15.49844694,-0.970552538,0,2780.708148
Container,18679.47967,208.681508,58.52579767,15.76194603,705.7919705,2.564923914,3.901945476,-0.292598488,1,294.6159529
Bulk Carrier,21341.19757,160.0,51.8509324,13.63494155,1754.074832,5.399166961,4.498426157,0.506776443,1,741.9552503
Bulk Carrier,7087.934116,186.2536761,90.30459957,14.87146684,3672.456284,4.199998181,6.418467795,0.863891499,0,497.6573962
Container,19045.35182,195.4634337,77.95525459,9.225939264,2943.050091,4.61833667,7.98088292,-0.666589708,1,2241.346371
Tanker,19405.47277,160.0,84.93945266,17.2382416,1481.35047,2.015400127,7.468217926,1.550443142,0,403.8296435
Container,15215.32315,173.8085315,85.00888211,14.9756229,1734.98737,2.563439207,6.711571617,-1.375433053,1,532.4485391
Container,27971.32829,207.1533896,93.32261715,13.20383187,5739.457841,4.028891369,14.11500654,-1.863880042,0,5242.196946
Tanker,13713.73162,186.7843864,55.45965748,17.55073506,3661.17719,4.948371164,5.987441033,0.192418744,1,927.6222329
Bulk Carrier,7875.611384,182.3260267,74.37869558,11.2194175,5272.821994,3.131515745,10.73921434,-1.224396894,0,1170.825909
Bulk Carrier,19661.47942,160.0,51.50997134,11.97346725,751.7606467,4.137241755,3.167875757,0.550947822,1,277.2115984
Container,9735.86296,160.0,64.19721905,13.99864616,4553.950039,0.927506792,2.605070365,-0.227385235,0,696.4817117
Bulk Carrier,16456.06177,174.3548165,75.35317518,14.05574668,5940.621647,1.875170829,12.82136847,1.735266943,0,1818.370698
Bulk Carrier,16975.144,171.1715455,81.95466929,16.35027854,2815.430322,3.988522812,14.48654449,-1.984032273,0,1034.439522
Tanker,19636.61523,199.4675767,93.2508968,16.00639189,4774.546099,5.595895629,13.41493016,0.611684384,0,2289.07597
Bulk Carrier,14137.69805,164.0502826,73.37221766,19.2832528,4921.480218,1.556770201,14.46804157,0.841690499,0,987.7304669
Container,18628.89447,167.5850123,57.47440862,12.43723731,1839.816962,5.287683091,13.90306389,-1.728223131,0,1018.218899
Tanker,16415.24074,191.1259115,73.56859571,16.8481085,1318.210725,3.079921141,2.48398167,-1.792957506,0,378.1105021
Container,16738.37667,160.0,76.34424404,19.63546737,3917.40705,2.897975899,15.72572974,-1.331152116,0,1116.166583
Tanker,9740.66,181.98,91.59,16.86,18.71,2.48,2.75,1.27,0,2.4283
Bulk Carrier,21623.42,185.98,86.48,9.44,203.43,2.16,6.23,1.03,0,95.0602
Container,5865.932228,169.4442876,67.03879548,11.37417506,5913.261419,3.565730713,13.57309062,0.741018429,1,965.4887224
Bulk Carrier,5371.64,188.66,72.88,15.6,87.7,0.73,2.89,0.03,1,6.5256
Bulk Carrier,18915.04353,176.1763998,57.92128638,16.01330958,2325.837023,1.725767747,15.73154375,-1.458940324,1,890.6775628
